previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: あーはい。,オペレーター: はい。,カスタマー: あんま、そういう、まあ京都って、だから大阪ーにも近いと思うのでー。
オペレーター: はい。,オペレーター: はい。,カスタマー: まあ大阪にもい、行ってみてもいいかなっていう気がするます。
オペレーター: はい。,オペレーター: じゃあ、大阪に行ってみますか？,カスタマー: や、大阪ー、ねえ？
オペレーター: はい。,オペレーター: じゃあ、大阪に行ってみますか？,カスタマー: あの、何だっけ？
オペレーター: はい。,オペレーター: じゃあ、大阪に行ってみますか？,カスタマー: たこ焼きとかー、なんだ、あの、あれ何だっけな…。
オペレーター: じゃあ、大阪に行ってみますか？,オペレーター: はい。,カスタマー: あのー、お好み焼きとか。
オペレーター: はい。,オペレーター: はい。,カスタマー: あとー。
オペレーター: はい。,オペレーター: じゃ、ちょっとたこ焼きでー。,カスタマー: そう、たこ焼きー、つうかまあ安い、あそこのうどん、く、食べたいなっていう、な、難波の。
オペレーター: じゃ、ちょっとたこ焼きでー。,オペレーター: うどんでございますか？,カスタマー: うどんのあのー、薄味のやつ。
オペレーター: じゃ、ちょっとたこ焼きでー。,オペレーター: うどんでございますか？,カスタマー: なんだけど、ははっ。
オペレーター: 新大阪ではなく？,オペレーター: 新大阪では、ないんですか？,カスタマー: 新大阪とか、新大阪と、え、梅田とか、まあちょっと。
オペレーター: ミナミとか。,オペレーター: ミナミ。,カスタマー: あっ、ミナミ、ミナミでもいい、あ、ミナミでもいい。
オペレーター: ミナミ。,オペレーター: はい。,カスタマー: 道頓堀でも、道頓堀。
オペレーター: たこ焼きとかー、あと串カツとかもあると思うんですけれども。,オペレーター: 串カツとか、あのー。,カスタマー: うーん、あなん、ど、まあ心斎橋とかー、梅田から心斎橋って割と歩いてもそんなに、と…。
オペレーター: 新喜劇ですか？,オペレーター: 今検索かけてます。,カスタマー: 一応、向こうは本場なので、お笑いの。
オペレーター: 新喜劇ですか？,オペレーター: 今検索かけてます。,カスタマー: まあちょっと、あるなあれあ、あれだったら行ってみようかなー、っていう。
オペレーター: あの食べたいものとか、見たいもの、買いたいものとか。,オペレーター: そうですね。,カスタマー: 大阪…あ、ま、まだ、京都でもいいし。
オペレーター: こんにちはー、よろしくお願いしまーす。,オペレーター: ではー、えー、早速なんですけども、えー、行先…、えー決まってれば、まず、教えてい…、ください。,カスタマー: 沖縄…県ですね。
オペレーター: っていうのはもう、おき…、ありますか？,オペレーター: はい。,カスタマー: えー…、とー、まあ一度～、母親とはー、あのー、りょ…、まあ、那覇を、中心にー、旅行をーしているんですけれどもー、まあ今回はですねー。
オペレーター: うん。,オペレーター: あー、そう<>。,カスタマー: あーのー、どちらかという地元の人がー、行くーような、お店？、であるとかー、レストラン、あとはー、例えばちょっと陶芸とか。
オペレーター: あー、そう<>。,オペレーター: うんうんうーん。,カスタマー: 母が好きなんでー、はーい。
オペレーター: うんうんうーん。,オペレーター: 陶芸…、ああ陶芸か。,カスタマー: そういった所にー、ちょっと行きたいなーと、思ってます。
オペレーター: まずじゃあー、地元に方…、地元の方に愛されるってことっでっ…。,オペレーター: 食べー物、から、お調べしますか。陶芸の方が良いですか。,カスタマー: あっ、まず、そうですね、食べ物からー。
オペレーター: で、あ、そーだ、ちょと…、えーとー。聞き忘れちゃったんですけどごめんなさい、えーとー…。,オペレーター: 日に…、日取り、日取りというか、えー…、季節とかー、週末行く平日行くとかっていうのは、お決まりですか？,カスタマー: そうですね、春頃～…、予定してましてー、えー…、とですねー…。
オペレーター: 日に…、日取り、日取りというか、えー…、季節とかー、週末行く平日行くとかっていうのは、お決まりですか？,オペレーター: うん。,カスタマー: ちょっと木曜日と金曜日をー休みを取ったのでー、木曜日からー、えー…、日曜日までー、居るつもりなのでー、まあ、そうですねー、平日～と休日両方考えてます。
オペレーター: こちら…、が、まあ、もういっ…、もう一軒。まあオススメというか。,オペレーター: おっそっばっとっかは。食べーられますか。,カスタマー: そうですねー沖縄そばー、是非～、美味しいの食べたいですねー。
オペレーター: 今メモもー、残してあるので。,オペレーター: どうしましょう、もうちょっとお調べする、か、それっとも…。えーとー、陶～芸…、の方、お探ししますか。,カスタマー: そうですね、四店舗探して頂いたのでー、まずそちらの方をちょっと行ってみたいなーって思いますのでー、陶芸の方を、検索頂けますでしょうか。
オペレーター: はい。メモしておいて。,オペレーター: で…、で、たまっ…、どうしましょう、えー…と、他にも、何か。,カスタマー: そうーですね、例えばちょっと、見学みたいな、こともしたいなーと思って、てー。
オペレーター: うん。,オペレーター: ビール…、ビール工場的な…。っていう、こと…。,カスタマー: そうですねー、うーん…、あれば是非～…、行ってみたいなー…。
オペレーター: ビール、まっ…。,オペレーター: お土産とかにも買って帰ったりとか…。,カスタマー: そうーですねなんか、うーん。なんかー、もしービール工場みたいな見学出来てー、そこでー、なんか…、限定のビールなんて買えたらー、良いなーなんて思って<>、ねー。
オペレーター: お客様、ご旅行のご相談でよろしいでしょうか？,オペレーター: ありがとうございます。では、行先等はだいたいどちらかお決まりですか？,カスタマー: そうですね、まだはっきりは決めてないんですけどー、なんか東北地方のー、そうだな宮城とか、その辺の温泉地でー、一泊でのんびりしたいと思ってるんですけどー
オペレーター: はい。,オペレーター: では、こちら行く季節はお決まりでしょうか？,カスタマー: えっとですね、近いうちなんで、もう冬ですよね、今って、うーん。
オペレーター: ええー、そうですね、では、冬の時期に宮城県ということでござい<>,オペレーター: かしこまりました。,カスタマー: 行きやすいところがいいです。
オペレーター: アクセスの良いところということで、はい、承知いたしました。,オペレーター: では、何名様でのご旅行になりますでしょうか？,カスタマー: えーと、女性一人なんですけどー
オペレーター: なるほど、例えば温泉といって、なおかつですねー、ひなびたところというご要望かと思うんですけども―,オペレーター: 例えば、ホテルのような施設が良いか、あるいは旅館のような良いか―、ええー、どちらかご都合はございますか？,カスタマー: どっちかっていうと旅館のほうがいいですね。
オペレーター: でも、お客様ごゆっくりなさるということでー、一つ考えられるのがやはり、美しい自然をお楽しみになるということなんですけどもー、今季節が冬ですよね。,オペレーター: <>そうなんですよ、ちょっと寒いかなという心配ありますのでー,カスタマー: そしたら、なるべく館内で<>ようなところが<>いいですね。
オペレーター: <>そうなんですよ、ちょっと寒いかなという心配ありますのでー,オペレーター: ええ、ええ、ええ、そうですね、そうなりますとー、どうでしょう、お客様、例えば博物館とか美術館<>,カスタマー: あー<>美術館とかは好きなんで
オペレーター: こちら、いかがでしょうか？,オペレーター: はい、市太郎の湯を温泉をお楽しみいただきまして、その前後に宮城県美術館の方をご覧になってお楽しみになるという方向でいかがでしょうか？,カスタマー: そうですね、メインは、まあ、滞在することなんで、ゆっくりと、まあ、空いた時間があったら、美術館も行ってみるっていう感じにしようかと思います。
オペレーター: はい、お泊りにつきましては別途、ご案内させていただければと思いますので、まずは、ええ、あの、お昼と夕ご飯ですね、こちらの方もしよろしければご提案させていただきますが、いかがでしょうか？,オペレーター: はい、かしこまりました。では、お客様、苦手な食べ物とかはございませんか？,カスタマー: うーん、ウニとかね、トロとか、そういうのは食べないんです、私。
オペレーター: ええー、はい、お客様とこちらの写真、共有したい気持ちがすごく大きいんですけれども、ええー、是非私の、あの、この、なんていうんでしょう、雰囲気で<>いただければと思います。,オペレーター: はい、ではですね、こちらあのー、お代金なんですけれども―、お客様やはり、あのー、コースのようなものをお考えでしょうか？,カスタマー: うーん、まあ、料金によってなんですけどー、はい。
オペレーター: はい、ではですね、こちら営業時間が夜の5時から11時となっておりますので、こちらはお夕飯ということで、こちらのリストに掲載させていただきます。,オペレーター: では、お客様、お昼はいかがいたしましょう？夜はお魚ですけれども,カスタマー: お昼はですねえ、まあ、そのときによって考えこ、ようかなと思ってんだけど
オペレーター: お客様、あのー、冬ですので歩き回るとやはり大変ですのでー、お店の名前だけ一応ですね、ご案内しておくと便利かなーと思いました。,オペレーター: はい、お客様どういったジャンルをお考えですか？,カスタマー: うーん、まあ定食みたいなのでいいんですけどー。
オペレーター: はい、お客様どういったジャンルをお考えですか？,オペレーター: ええー、ではどうでしょう、定食のなかで洋食がよろしいでしょうか、それとも和食、あるいは<>なるほどじゃあ,カスタマー: あー、ちょっと難しいですね、そのときの気分なんでー、うーん。
オペレーター: こんにちはー。,オペレーター: はい、本日はご利用いただきまして、ありがとうございます。お客様、どのようなご旅行をお考えでしょうか？,カスタマー: そうですね、えっと温泉…とかに入って、まぁリラックスして、あと懐石料理を楽しみたいなっていう、ちょっと目的があって、まぁどういう所が良いかなっていうご相談をさせてほしいです。
オペレーター: はい、本日はご利用いただきまして、ありがとうございます。お客様、どのようなご旅行をお考えでしょうか？,オペレーター: はい、はい、えぇ、はい、えぇ、あ～、はい、かしこまりました。はい、えーっとお客様、一緒に行かれる方は何名になりますか？,カスタマー: あーそうですね、まぁ4人か5人、結構大人数で行きたいなっていう風に、はい。
オペレーター: はい、はい、えぇ、はい、えぇ、あ～、はい、かしこまりました。はい、えーっとお客様、一緒に行かれる方は何名になりますか？,オペレーター: あー、さようでございますか。4、5人ですね。はい、かしこまりました。はい、行かれる時期はいつ頃になりますでしょうか？,カスタマー: えっと秋頃を予定してます、はい。
オペレーター: あー、さようでございますか。4、5人ですね。はい、かしこまりました。はい、行かれる時期はいつ頃になりますでしょうか？,オペレーター: 秋頃でございますね、はい、かしこまりました。はい、えーっとですね、北は北海道から南は沖縄までございますけれども、例えばどちら方面とかそういったご要望はございますか？,カスタマー: そうですね、まぁちょっと関東近辺に住んでいて、まぁ関東の周辺は結構行ったことがあるので、関東以外だったら良いかなって思ってるんですけど。まだ西とかあんま行ったことがないのでまぁ、そうですね西日本にそういう場所がまぁあれば、えっとなんか温泉とかだと寒いところとかの方があったりするイメージがあるので、はい。
オペレーター: はい。,オペレーター: なのでもしよろしければこちらも、あの紅葉を見て…楽しむのもよろしいんじゃないかなと思います。,カスタマー: はい。それも候補に入れさせていただきます。
オペレーター: はい、そういった所もありますね。,オペレーター: はい。あと何かお客様、食べてみたいものとか買いたいものですとか、はい、見てみたいものとかご要望ございますか？,カスタマー: そうですね、まぁちょっと鳥取ってことだったので。
オペレーター: えぇ。,オペレーター: はい。,カスタマー: まぁちょっとまぁ昔の建築物みたいなの興味があるので。
オペレーター: はい。,オペレーター: ふーん。,カスタマー: まぁ出雲が近いのかなって思うんですけど。
オペレーター: ふーん。,オペレーター: そうですね。,カスタマー: なんか出雲大社とか。
オペレーター: そうですね。,オペレーター: はい。,カスタマー: も寄りたいなって思うんですけど。
オペレーター: かしこまりました、ありがとうございます。,オペレーター: お客様はどちらへご旅行なさいますか？,カスタマー: あ、今のところ九州を予定しております。
オペレーター: それではお子様が2名様で、合計4名様ということでございますね、かしこまりました。,オペレーター: では、いつ頃ご旅行なさいますか？,カスタマー: えーとー、春を予定してます。
オペレーター: うん、うん。,オペレーター: お客様あの、今回九州に行ってみたいと思われたということで、またどうして九州という風に思いつか。,カスタマー: あ、それは、自分の親の出身地がながさ、長崎なんですね。
オペレーター: お客様あの、今回九州に行ってみたいと思われたということで、またどうして九州という風に思いつか。,オペレーター: ええ。あー。ええ、ええ、ええ。ええ。,カスタマー: なので、あのー長崎もしくは九州の他の県をこう比較して、相談した上で決めたいなと思いました。
オペレーター: 例えば長崎ですと、結構エリアもまた色々ございまして、親子様の例えばゆかりの場所とかがよろしいですか？,オペレーター: 何市とかございましたら、あのこちらで。,カスタマー: そうですね、まず子供が楽しめる場所がいいですかね。あるいは、ええ。
オペレーター: そういったものございますけれど、何かお好みの場所ってありますでしょうか。,オペレーター: ええ。,カスタマー: えっと、アトラクシャン、アトラクションも楽しみつつ、えーと自然を感じられる場所。
オペレーター: はい。それではいかがいたしましょう。他にもどこか遊べるような場所を探すか。,オペレーター: あるいは、お食事とかお買い物の場所を探すか、どちらがよろしいですか？,カスタマー: そうですね。食事の場所をちょっと、長崎詳しくないので、ちょっと調べていただきたいです。
オペレーター: はい。ではですね、このトルコライスと、あと先ほどの諫早ゆうゆうランド干拓の里ですね。,オペレーター: こちらお選びいただいておりますけれども、他にお客様何かご希望はございますか？,カスタマー: えっとー、うん、きれいな景色が見られる場所がいいです。はい。
オペレーター: ではきれいな景色となると、例えば山の上のほうから、えー望むような場所と。,オペレーター: あるいは実際にこう、海の近くに行って何か景色を見るような場所、どちらがよろしいですか？,カスタマー: あ、山がいいですね。
オペレーター: はい。ではこちらどんどん坂をですね。リストの方に加えさせていただきます。,オペレーター: はい。ではお客様、お買い物の場所とかは大丈夫ですか？,カスタマー: は、お土産とかがやっぱり欲しいですね。
オペレーター: ええ。あるいはお客様ご自身が何かお土産をお買い求めになる用か。,オペレーター: はい。なんかあのーどうでしょうか。,カスタマー: あ、そうですね。自分が買うものをちょっと探したいです。はい。
オペレーター: どういう感じがよろしいですかね。今さっきの感じですとステンドグラスのお店。,オペレーター: ご興味あったかと思うんですけど、いかがですか？,カスタマー: あ、そのステンドグラスの方がいいですね。
オペレーター: あまり夜遅く行きますと、こちら開いておりませんのでその点はご注意くださいませ。,オペレーター: はい。他にお客様何かお知りおきいただきたいことございますでしょうか。,カスタマー: えっと、夜ご飯とかで食べれる場所を探したいです。
オペレーター: ええ。,オペレーター: ええ、ええ。ありがとうございます。そうしますとちょうどですね、長崎ちゃんぽんの店と、皿うどんの店。,カスタマー: あ、両方がいいです。
オペレーター: ありがとうございます。,オペレーター: どちらへご旅行なさるかお考えはございますか？,カスタマー: えーとー京都の方に行きたいんですけど、はい。
オペレーター: さようでございますか、では京都でございますね。,オペレーター: では京都にいつ頃ご旅行なさいますか？,カスタマー: えーと、できればあの、あのー初夏に近くて本当に春って言う感じ。
オペレーター: おそらく京都となるとその二か、えー２つのパターンがあるんですけれどもー。,オペレーター: はい、どちらがよろしいでしょうか？,カスタマー: うーんとー、よく修学旅行で訪れるような所じゃないー、えーっとー。
オペレーター: えーえー。,オペレーター: えーえー。,カスタマー: エリアで、えーとー、あまりこう観光地らしくない、こうお寺巡りをしたいなと思ったんですけど。
オペレーター: ええー、ええー。,オペレーター: あーなるほど。,カスタマー: うん決めたんですけど、でもあの今のお話だとなんかその、嵐山の方？中心部からやっぱりちょっとはずれた。えーっと。
オペレーター: あーなるほど。,オペレーター: ええ、ええ、うん、うん、ええ。,カスタマー: そういう所をちょっとそぞろ歩きしながらー。
オペレーター: ええ、ええ、うん、うん、ええ。,オペレーター: ええ、ええー。,カスタマー: んん、見る方を選びたいなと思います。
オペレーター: いかが致しましょう他のお寺もご覧になるか、或いは周りで自然をお楽しみになるとか。,オペレーター: そういった事も考えられますけれども、いかが致しましょうか？,カスタマー: えーと、その、そのお寺の周辺の自然を、えーとーた、少し楽しみつつあのー確か京都って。
オペレーター: いかが致しましょう他のお寺もご覧になるか、或いは周りで自然をお楽しみになるとか。,オペレーター: そういった事も考えられますけれども、いかが致しましょうか？,カスタマー: あのーバスとかもあのーそこ通ってる<>ですので、また違うお寺も行ってみたいと思います。
オペレーター: どういった、お寺がよろしいですか。やはり鄙びた感じの場所が良いか、或いは、ここは京都の名物だ、みたいな所に今度は行ってみるか。,オペレーター: どのようなご希望御座いますか？,カスタマー: あっ、できればあのーテレビで見るとかよくみんなが行くって言うよりは、鄙びた、あの大小は関係なくなんかこう。
オペレーター: ええ。,オペレーター: ええーええ。,カスタマー: うーん。おっ、仏像様をこうじっくりこう堪能してみるとか。
オペレーター: ええ、ええー。,オペレーター: ええ、ええ。,カスタマー: なんか、本当庭園が、日本庭園みたいな庭がいいとか。
オペレーター: えーえ。,オペレーター: ええ、ええ、ええ、ええー。,カスタマー: そんなような所が良いです、はい。
オペレーター: では、あのぴったしな場所をお調べ致しますので、少々お待ち頂けますか？,オペレーター: そうですね、神社も結構ございまして、お客様お寺の方をご希望ということですよね、神社ではなくて。,カスタマー: あ、でも神社でもお薦めのものがあれば、うん。
オペレーター: まだあのお昼食或いはお夕食。,オペレーター: 決めておりませんので、どちらかお探し致しますがいかがでしょうか？,カスタマー: あ、そうですね。じゃあ昼食を、はい。
オペレーター: ではですね、お昼ご飯なんですけど、どういったものをお召し上がりになりたいとか。,オペレーター: 或いはあのー旦那様どういったものが苦手ですとか、お客様ご自身がこういったものが苦手ですとか、ございましたら教えて頂けますか？,カスタマー: あ、えーっとーそういうのは特にないんですけれども、あのー京都ならではの、あのー、うん、し、あんまりこう、しゃちほこばったって所じゃなくって、あのーなんかゆっくりこうお豆腐を楽しむとか、なんかおいしいその春のお魚を楽しむとかそんな感じで。
オペレーター: 旦那様とごゆっくりお食事お召し上がりいただけるかと思います。,オペレーター: はい、ではお客様どちらになさいますか？先程の定食系のお店がよいか、或いは今申し上げましたこちら名前がですね、京料理卯柳先斗町花と言います。,カスタマー: せっかく行ったんだからー、あのーその川を、川の流れをこう愛でながらええお食事するというのを、こうちょっとやってみたいです。
オペレーター: お客さま、どのようなご旅行をご希望でしょうか？,オペレーター: はい。はい。,カスタマー: なんか、ちょっとあのー、こう、一人で、え、静かなところに行きたいなあと思ってまして。ええ。
オペレーター: わ、いつ頃、行かれる予定ですか？,オペレーター: ええ、ええ、ええ。,カスタマー: ま、春先にちょっと時間ができるんで、なんかその、ま、2月3月そのぐらいで、まー、例えば、ま、分かんないですけど、例えば山奥の温泉みたいなことがいいのか。
オペレーター: はい。,オペレーター: ええ、ええ、ええ。あー、はい。ええ、ええ、ええ、ええ。,カスタマー: まあ、そこにこだわらなくても例えばこんなところありますよーみたいなことがあればと思ってるんですけど。うんー。
オペレーター: ええ。そういったところもございますけれども。,オペレーター: ご興味ございますか？,カスタマー: んー、桜。んー、ま、あまり人混みでなければっていうか。うん、ま、今回はちょっと。うん。
オペレーター: ありますか？どちら方面とか。,オペレーター: ええ。,カスタマー: 例えば群馬とかでもいいし。
オペレーター: ええ。,オペレーター: ええ、ええ、ええ。はい。,カスタマー: <>思い切って、えーと、なんか、いし、ん、んー、石川県とか、ま、金沢だと街だけど、あのー。
オペレーター: ええ。,オペレーター: ああー、はい。,カスタマー: 何、もうちょっと、こう、奥まったところみたいなとこでもいいかもしれないし、とか。
オペレーター: いしか、あと、石川県辺りとかですかね、北陸方面。,オペレーター: え、ええ。,カスタマー: まあ、例えば七尾とか？
オペレーター: え、ええ。,オペレーター: はい。あー、はい、はい。,カスタマー: あの、は、羽咋なんかでも。
オペレーター: そうですね。,オペレーター: あ、体験。,カスタマー: まあ、ん、なんか民芸品の、あれでもいいんですけど手作りなんとかみたいな。ウフッフ。
オペレーター: ええ、ええ。あー。,オペレーター: はい。,カスタマー: なんかこう、指、動かして物作りみたいなのができるとこってないかなあと、おも、ちょっと、今、おも、思いついたんですけどね、うん。
オペレーター: はい。あと何か食べたいものですとか。ええ。,オペレーター: ええ。,カスタマー: あれかな？やっぱり、ヤリイカとかホタルイ、ホタルイカだっけ？なんか。
オペレーター: あと何か甘味、甘味処とか。,オペレーター: そういったのは、ご興味ございますか？,カスタマー: あの、そうですね、そういうのが、なんかおいしいところがあれば。うんー。
オペレーター: あ、そうです、そうです。,オペレーター: あのー、お写真、見せられないのが残念なんですけれども、あの、すてきな。,カスタマー: ええ、ええ、ええ。画面共有で、ぜひ見せてほしかったんですけど。フフフフフフフー。
オペレーター: 旅行先やあのー人数など、お決まりであれば最初にお伺いしてもいいですか？,オペレーター: はい。,カスタマー: 春先なんですけど、ちょっと北陸の方ですね。
オペレーター: 旅行先やあのー人数など、お決まりであれば最初にお伺いしてもいいですか？,オペレーター: はい。,カスタマー: 石川県で、はい。
オペレーター: はい。,オペレーター: 北陸ですか。,カスタマー: 富山とか福井とか、そのあたりをこうまとめてくれるとこう、一人旅に。
オペレーター: はい。,オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: あ、そうですね、なんかあの北陸三県。
オペレーター: はい。,オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: あの辺をこう、重点的にちょっと車とか借りて。
オペレーター: はい。,オペレーター: 一人旅、北陸、あれ、富山って仰ってましたっけ？富山と。,カスタマー: 回れればいいかなと。
オペレーター: プラン、まあでもぶらりって仰ってましたよね。,オペレーター: 車で。,カスタマー: まあちょっと、3日4日休もうかと思って、要は1日で一つの県をぐるーっとこう。
オペレーター: プラン、まあでもぶらりって仰ってましたよね。,オペレーター: 車で。,カスタマー: 回っていこうかなみたいな。
オペレーター: 車で。,オペレーター: うんうん。,カスタマー: まあ、もしぐるっと一つの県回れないんだったら。
オペレーター: 車で。,オペレーター: うんうん。,カスタマー: こう海沿いでこう。
オペレーター: 車で。,オペレーター: うんうん。,カスタマー: 富山、石川、福井みたいなところをこう<>。
オペレーター: うんうん。,オペレーター: うん。,カスタマー: あのー回っていけたらいいのかなと思ってまして。
オペレーター: えーと。,オペレーター: 福井。,カスタマー: まあもしそのところどころに。福井。
オペレーター: えーと。,オペレーター: 福井。,カスタマー: なんかこう有名な温泉どころとかあったら。
オペレーター: えーと。,オペレーター: 福井。,カスタマー: なんかこう一つの県に1箇所ずつ温泉入ってくーみたいな。
オペレーター: 福井。,オペレーター: うん。,カスタマー: そういう感じメインかなと、はい。
オペレーター: なんか例えばどういう温泉がいいとか。,オペレーター: なんか。,カスタマー: なんか効能とかはそこまで求めてないんで。
オペレーター: なんか例えばどういう温泉がいいとか。,オペレーター: なんか。,カスタマー: 風景ですかね、ちょっと例えばその海が背景になっている露天風呂だったりとか。
オペレーター: なんか例えばどういう温泉がいいとか。,オペレーター: なんか。,カスタマー: こう綺麗なこう、山が見えるような露天風呂とか。
オペレーター: なんか。,オペレーター: あーなるほど。,カスタマー: まあちょっと秘湯じゃないですけど、そういうちょっとこう。
オペレーター: なんか。,オペレーター: あーなるほど。,カスタマー: まあうーん、そういうなんか非日常みたいな。
オペレーター: なんか。,オペレーター: あーなるほど。,カスタマー: ところとかが感じられたらいいなと。
オペレーター: 危ないという理由で昼だけにしてると思うんですけど。,オペレーター: ここはまあ、かなり良いかなという。,カスタマー: そうですね、まあ基本こう、1日動いて夜に入れたらいいかとは思ったんですけど、まあ逆に。
オペレーター: そうですよね。,オペレーター: うーん。,カスタマー: そういうところをちょっとこう、短い時間で。
オペレーター: そうですよね。,オペレーター: うーん。,カスタマー: あのーちょっと入って。
オペレーター: そうですよね。,オペレーター: うーん。,カスタマー: まあその後ゆっくりくつろげるところでもう1回。
オペレーター: そうですよね。,オペレーター: うーん。,カスタマー: その泊まるところとか、泊まる前とかでちょっと。
オペレーター: うん。,オペレーター: うん。,オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。
オペレーター: うん。,オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,カスタマー: まあそもそもその途中の風景も楽しめると思うんで、まあまああんまり。
オペレーター: うん。,オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,カスタマー: なんかいっぱい別に、あのーなんか動物園とか見るわけじゃないから。
オペレーター: うんうん。まあそこに行きながら、途中でなんか食べたりとか。,オペレーター: うん。,カスタマー: まあいいのかなと思ってますけどね。
オペレーター: じゃあそしたら。,オペレーター: 一応食べる方をお調べしてみましょうか。,カスタマー: そうですね、はい、もう1人なんでもう完全にもう自分のなんか好きなもので色々。
オペレーター: じゃあそしたら。,オペレーター: 一応食べる方をお調べしてみましょうか。,カスタマー: 興味あるものがあればですけど。
オペレーター: 一応食べる方をお調べしてみましょうか。,オペレーター: 好き嫌いとかは大丈夫ですか？,カスタマー: あ、そうですね、なんかあんまりこう精進料理みたいなところとかはあんま興味ないんで。
オペレーター: 好き嫌いとかは大丈夫ですか？,オペレーター: うん。,カスタマー: あのー肉っぽいやつとか、こうB級グルメとかで全然。
オペレーター: 山菜、天ぷら。,オペレーター: まあそれを使った蕎麦とか。,カスタマー: まあでも山菜だったらまだ海鮮とかのがいいですかね。
オペレーター: 移動する前提で、えーと。,オペレーター: 富山、石川？,カスタマー: そうですね、富山の隣の石川とか、はい。
オペレーター: おでんとかはあんまりですかね？,オペレーター: うん、そうっすね。,カスタマー: 珍しいって意味では。
オペレーター: おでんとかはあんまりですかね？,オペレーター: うん、そうっすね。,カスタマー: まあその、小腹にはいいかもしれないですけど、だからメインで食べるんだったらもうちょっとこう。
オペレーター: おでんとかはあんまりですかね？,オペレーター: うん、そうっすね。,カスタマー: 石川県の、のどぐろ、のどぐろとかじゃないですけど、なんかこう海鮮だったりとか。
オペレーター: うん。,オペレーター: 魚、あ。なんか、はい。,カスタマー: あとはなんか、確か能登牛とかって、場所によってなんかそういった。
オペレーター: うん。,オペレーター: 魚、あ。なんか、はい。,カスタマー: あのーブランド牛みたいのもあったような気がするんで。
オペレーター: うん。,オペレーター: 魚、あ。なんか、はい。,カスタマー: なんかそういうところも。
オペレーター: 魚、あ。なんか、はい。,オペレーター: うん。,カスタマー: なんかこう回りながら<>たらいいかなって思ってまして。
オペレーター: ここはいいかなと。,オペレーター: あと、お肉がちょっと今出てこないので、えー。,カスタマー: あ、もしお肉メインみたいなところがあるんなら。
オペレーター: ここはいいかなと。,オペレーター: あと、お肉がちょっと今出てこないので、えー。,カスタマー: ちょっとそこも参考にしたいですね。
オペレーター: 郷土料理でお調べしてると、お肉がヒットしなくて。,オペレーター: 魚が多いですね、やっぱりお魚料理が。,カスタマー: なんか、B級グルメみたいなのとかだと出てこないですかね？
オペレーター: 結構お酒、もし飲まれるのであれば。,オペレーター: うーん。,カスタマー: 強い人だったらまあ1番最初のその。
オペレーター: 結構お酒、もし飲まれるのであれば。,オペレーター: うーん。,カスタマー: なんかこう一品料理のお店とかもまあこう日本酒が楽しめるみたいな感じあるんですけど。
オペレーター: 結構お酒、もし飲まれるのであれば。,オペレーター: うーん。,カスタマー: あんまりそこまでこう、ピンとは来ないので。
オペレーター: うーん。,オペレーター: うん。,カスタマー: あまりお酒のこう、つまみとか肴みたいなものはなくても。
オペレーター: うん。,オペレーター: うん。,カスタマー: いいようなお店で全然、例えばもうなんとか丼とか。
オペレーター: うん。,オペレーター: うん。,カスタマー: そういうので完結してほしいかな。
オペレーター: 温泉どうします？,オペレーター: 石川でも温泉入っときますか？,カスタマー: あーそうですね、あの能登、能登半島ぐるっと回れればいいなと思ってるかな。
オペレーター: 石川でも温泉入っときますか？,オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,カスタマー: そうですね、なのでその要は能登半島の出発地点みたいなところで入るのか。
オペレーター: 石川でも温泉入っときますか？,オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,カスタマー: 要はその能登半島の先端の方で入るのか。
オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,オペレーター: うん。,カスタマー: もしくはその、もう1回帰る途中のそのまた根本の方で入るのかで変わるんで。
オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,オペレーター: うん。,カスタマー: まあ理想は。
オペレーター: じゃあそこまで温泉ってわけじゃないって感じ。,オペレーター: うん。,カスタマー: まあそうすると日中とか。
オペレーター: うん。,オペレーター: うん。,カスタマー: 夕方前とか、あーでも日中かな、に1回この<>
オペレーター: うん。,オペレーター: うん。,カスタマー: なんか温泉があれば入りたいですし、なかったら1回その。
オペレーター: うん。,オペレーター: うん。,カスタマー: もう日中、朝から夕方までぐるーっと<>回っちゃって。
オペレーター: うん。,オペレーター: うん。,カスタマー: まあその石川県をこう、ねも、根本みたいな、金沢のあたりとかに入れたらいいのかなと。
オペレーター: えー、それではー、えーっと…。,オペレーター: もう行きたいー、その場所だったりー、えー地方だったり県とかってもう、決まってらっしゃいますか？,カスタマー: はい。えー…、沖縄～…ですね。ええ。
オペレーター: もう行きたいー、その場所だったりー、えー地方だったり県とかってもう、決まってらっしゃいますか？,オペレーター: はい。,カスタマー: っと、暖か、かいかなと思って沖縄…、を希望します。
