operator_utterance,customer_utterance
オペレーター: はい。あと、なにか。そうですね、お菓子…お菓子ですと、例えば、和歌山市観光土産センターさん。,カスタマー: ああ。
オペレーター: はい。何か、あのー、召し上がりたいものとか、何かご案内いたしましょうか？,オペレーター: はい。はい。はい。かしこまりました。
オペレーター: キタ。,カスタマー: キタは、キタは梅田とか、北区なので、だと思うので、そしたらそうか。
オペレーター: あとはあのー。,オペレーター: えっとよこ、あ神奈川大学のカルフールっていうのがあるんですけれども。
オペレーター: そうですね、はい、確認したほうが、はい、良いかと思いますね。,オペレーター: はい。はい、で、行程をちょっと確認しますと。
オペレーター: 例えば、ホテルのような施設が良いか、あるいは旅館のような良いか―、ええー、どちらかご都合はございますか？,オペレーター: 左様でございますか、ではですねー、私どもの方でーおすすめいたします温泉がですね
オペレーター: あー、なるほど、りょ、両方食べ物、が、よろしいという感じですかね？,オペレーター: はい、かしこまりました、ではえーと、食料品に絞って、えー、検索させていただきますね。
オペレーター: はい。,オペレーター: はい、そーしますとですね、例えばなんですけれども、あのー。
オペレーター: はい、で、お昼のご予算が1000円ぐらい、夜だと1500円ぐらいとなっておりまして、これはこれでなかなかよさそうかなという感じはしますね。,カスタマー: うんうん、あっ、へぇー、そうですね。
オペレーター: はい、と、まず、おな、えーとー、お名前が、えーと、エヌアー、エヌアールエーノースリバーアドベンチャーズ、という場所になっていまして…,オペレーター: こちらの営業時間が、受付がえーと、朝の8時半から夜のえー、20時まで、結構長い時間。
オペレーター: えー、上空から差し込む光と、季節とともに移ろいゆく、えー、紅葉を前にゆっくりと静寂なひとときを過ごすことができると書いてはありますね。,カスタマー: はあ。ま、ぎ、祇園の中というのだけでも興味がありますんで、ぜひ、はい、そこも行きたいですね。
オペレーター: かしこまりました。,オペレーター: はい。えーと、お客さま、あのー、北海道で、えーと、何かどこかに行きたいですとか、あのー、食べたいですとか、そういったご要望はございますか？
オペレーター: もう一個の、あのー…。お食事つ…、三笠。こちらが、あのー…。,カスタマー: 三笠です…、はい。
オペレーター: はい。ではですね、えー、こちらまず仙台でー、ではどうしましょう。,オペレーター: 例えば屋内で、いろいろ見たりできるような場所がいいか、ただ、お客様、先ほど最初におっしゃっておりましたのが、思い出の地をまわってみたいというような感じーなんですよね。
オペレーター: 素敵な、白いお城みたいなところですね。,オペレーター: あと何かあの、こちらで食べてみたいとか。
オペレーター: <>かつてえーと神宮参拝客の食料などが集められー、伊勢の台所と呼ばれたー河崎。,オペレーター: えー勢田川の、水運を、利用して大いに賑わった…モンヤチョウ、モンヤガイであったが、現在は妻入りのショウ…ショウヤや蔵が残り落ち着いた街並みとなっている。
オペレーター: T38、という、場所で、えっとですね、こちらが、え、地上38階、高さ160メートルという北海道一の高さから、みえ、札幌の街並みを360度の、パノラマで見渡すことができる。,オペレーター: ま、展望台、というか、ビル、の、屋上、屋上ってかまあ、上の、階、ですね。
オペレーター: で、10時から20時で不定休です。,オペレーター: こちらはいかがでしょうか？
オペレーター: 申し上げたようなところばかりになってしまうんですけど。,カスタマー: あー、そうなんですね。
オペレーター: あの、そのあとー、まー、あの、観光していただいたあと夜にー、あのー、海鮮でいかがでしょうか？,カスタマー: えーとー、夜はじゃあちょっと、そ、そしたら海鮮じゃないもの
オペレーター: これも三沢、みさ、三沢なんですが、えっと、三沢の、あ、八戸の駅から車で7分ですね。,カスタマー: ふーん。うん、うん。
オペレーター: 失礼いたしまーす。,オペレーター: はい。失礼いたしまーす。
オペレーター: あの、絶景といいますの、それは、あのー、えーと、何でしょう？あの、自然の、大自然を満喫するという意味ですか？,カスタマー: そうですね、はい。
オペレーター: あ、かしこまりました。,オペレーター: あと、串カツですよね。
オペレーター: あの、是非、あの、お勧めしたいんですけれども,オペレーター: お客様いかがでしょうか？
オペレーター: ご、あの船酔いとかは大丈夫ですか？,カスタマー: あ、それは大丈夫です。
オペレーター: あ、そうですねー。みそラーメンが多分、有名だと思いますね。,カスタマー: 有名なんですかね。
オペレーター: この海辺のいちじく園ということで、海辺にいちじく園がございまして、ま、こう、海を見ながらっていう感じで、イチジクを自分たちでとって食べている写真が、あの、見えるんですけれども。,カスタマー: へー、珍しいですね。ええ。
オペレーター: はい。で、こちらはそうですね、割と庶民的な、あの、定食屋さんとなっております。,オペレーター: はい。で、ボリューム満点で、あの、リーズ、リーズナブルとなっておりますので、あのー、お昼、お昼時とか、はい、こちら、まあ、夜もやってお、いるんですけれども。
オペレーター: ええ。,オペレーター: ビールもいいですね、日本酒もいいですけど。
オペレーター: はい、ではこちら一応、営業時間が朝の11時半から21時半ラストオーダーという形ですね。,カスタマー: はい、分かりました、大丈夫です。
オペレーター: えぇ。,オペレーター: あっえっとですね、はい。あのー私もそれでちょっと調べたところ、ちょっとパラグライダーしか出てこなくてですね。
オペレーター: <>酔心、酔心ですね、酔う心,オペレーター: で、それが駅ビル店というお店でございます。
オペレーター: ええなかなかいいところではございますねはい。,オペレーター: あとお客様の方であの春の伊豆方面で何か見てみたいですとか食べてみたいですとか。
オペレーター: で、地平線以外に、えーと、今たまたまちょっと他のところを見てて面白い、面白いかなって思ったのが。,オペレーター: 熊。熊。
オペレーター: で、お客様、それでも洞窟風呂はあったほうがよろしいでしょうか、それとも静かな場所ご優先で、,カスタマー: う～ん、ま、両方って難しいですよねー
オペレーター: あ、すいません、お鍋じゃなかったです。,オペレーター: これ、焼肉ですね、ちょっと、見間違えました。
オペレーター: そうですね、やはり、この地元ではー、結構定着したお店<>ですね。,カスタマー: うーん、あーそうですかー。
オペレーター: 全然飲まなくても楽しめると思うんで。,オペレーター: その、他にもあのー魚介類、山菜。
オペレーター: 夢実の国はパスということでよろしいでしょうか？,カスタマー: ちょっと違うかなって感じ、うーん
オペレーター: そういうイメージですかお客様。,カスタマー: そうですそうです、まさにそうです。ありがとうございます、はい。
オペレーター: 締めのような感じでー、いへっへっ、ご談義の後、ちょうど、楽しいかなー、という風に思いました。,オペレーター: ええ。いかがですかね…。
オペレーター: で、えーとー,オペレーター: 月見櫓や艮櫓などの重要文化財などもございましてー
オペレーター: 例えば蟹ってお好きですか？,オペレーター: 赤ズワイ蟹の身を丁寧に取り出してご飯の上に載せた蟹丼。
オペレーター: それが、九時から夕方の五時までー、となっておりますので、では、その点のみご注意くださいませ。,オペレーター: ではカトリック中町教会を、リストの方に入れておきます。
オペレーター: ええ。であの、お値段の方もですね、皿うどん750円からとなっておりまして、お求めやすいお値段かと思いますので、いかがでしょうか。,オペレーター: ありがとうございます。ではこちら天天有の方をリストの方に加えます。
オペレーター: はい。,オペレーター: えええ。
オペレーター: で一応こちら、アクセスがですね、JR高松駅から徒歩1分の場所にございます。,カスタマー: 行きやすそうですね。
オペレーター: 具体的に、あの、ま、松山千春さんを除いて、えーと、例えば、その、松山千春さんのゆかりの地を巡りたいとか、ま、例えば、そういった、何ていうんだろう、行きたい所があれば、おし、えー、お調べすることができますので、ちょっと、そちら教えていただきたいなと。,カスタマー: んーと、あのー、なんだ、えっと、コウ、あの、アロマの原料になる花がいっぱい咲いたところがあるって聞いたことあるんですけど、何だっけ？
オペレーター: やっぱ、ふ、東北の方ですかね。ほ、福島にも、そういった場所があったり。ちょっと近場ですけど、例えば埼玉県なんかにも、そういった場所があるみたいですね。,オペレーター: あとー、ま、そうですね。
オペレーター: はい。こちらはですね、そうですね、ま、こちらも17時までの、での、営業となっておりまして。はい。,オペレーター: こちらはですね、あのー、ちょっと入館料が1800円となっておりまして。
オペレーター: そうですね。,カスタマー: そうですよね。日本であれば、そうですよね。ふふ。
オペレーター: そういうお店の方がいいです、かねー。,カスタマー: あっ。そうですねー。そちらが良いと思いまーす。
オペレーター: はい、はい、はい、はい、ただいまお調べいたしまーす。,オペレーター: はい、そうですね、はい、少々お待ちくださいすいません。
オペレーター: 先ほどのー、アトリエだとお値段載ってなかったんですが、あの、こちら、お値段、千～六、百二十円、から。になってます。,オペレーター: でお時間としても…、あの五分、程度に…、なってますので、作業時間。
オペレーター: あ、じゃー、こちらの。,カスタマー: むしろこちらをって感じです。
オペレーター: はい。かしこまりました。では。,オペレーター: えー、お、よ、えー、読み上げていきます。えー、75
オペレーター: はい、ちょっとこれ八重山、じゃないんですけど、一応あのーそういった、あのー世界中の、あの昆虫を紹介しているはくぶ、あ、あの動物、しょ、しょ、昆虫館、昆虫館、ちょっと珍しいんですけど。,オペレーター: 昆虫<>まあ、あの見る限り立派な建物なんですけども、こちら面白そうですよね。
オペレーター: ここはあのー、カツオベースの出汁をきかせた生地を、あの特製の特注の土鍋で二度にわたって流し込み。,オペレーター: 丁寧に焼き上げたって感じなんですけれども。
オペレーター: はい。,オペレーター: あとは。
オペレーター: こちらも本島南部なので、えっとそんなに遠くはないと思うんですけれども、えっと、すいません、こちらちょっと駐車場がないみたいなんですけれども。,カスタマー: うーん。ふーん。
オペレーター: あっ、はい。,カスタマー: はい、なのでーちょっと男性のほうがたぶん体力があると思うんですけど、私、大丈夫かなって少しは不安はありますけど、はい。
オペレーター: はい、岩の上にあるみたいな。,オペレーター: ちょっと変わってますよね。
オペレーター: であれば、えーと、先ほど、ちょびっと、あの、お話、一瞬出したんですけど、紫竹ガーデン、紫の竹のガーデンっていう場所がですね。,オペレーター: あのー、1万8000坪の、えー、花畑。
オペレーター: こちらだと、まあ。,オペレーター: ブドウとちびっ子プールですね。
オペレーター: いくつかー、候補が出てきているんですがー。,オペレーター: あ、これからちょっと、結構たくさんあるのでー。
オペレーター: まあ、ホテルオリオンモトブという風に覚えていただけますかね。,オペレーター: このお店がございまして、こちらですと、皆さんあの自由に並んでいる料理を取っていってお召し上がりになるような形なんですね。
オペレーター: まあ、あまり、歴史は長くないんですけど、ハーブ園、なんかもありまして。,カスタマー: ハーブ園。
オペレーター: はい。,オペレーター: そうですね、例えばなんですけど。
オペレーター: えっとその、ショッピングモールの一階から三階はドンキホーテが入っておりまして。,オペレーター: <>ではアイドルグループのエヌ、イ、エヌエム、エヌ、難波よん、えーフォーティーエイトですかね。
オペレーター: はい、で一応まあ写真ー、撮影ー、をしてーまあジャズ喫茶でー食事も、やーまあコーヒーなんかも楽しんで頂いてー、なんか他ー、やってみたいなーと思うこととかってございますか？,カスタマー: あ、はい、やってみたいなーというかー、三重ですよね、ここら辺って。
オペレーター: ごめんなさい。,オペレーター: なんだろうな、じゃああの。
オペレーター: そうですね、うんーと。あの、さっぽろテレビ塔にですね。,オペレーター: こちらにえーっと、民芸品ですとか。
オペレーター: そうですね、お調べしましょうかね。出てくるといいんですけども。,オペレーター: はい。かしこまりました、はい。
オペレーター: この。,オペレーター: うん。ここの周辺でっていうことですね？屋久島、屋久島でっていうことですよね？
オペレーター: ちょっと、あのいらっしゃいませが、変わってて、めんそーれー、で…、迎えてくれるっていう。,カスタマー: むはははっはははっ、へーへ～…。
オペレーター: なるほど、ちょっと<>。,オペレーター: ああ、ああ。まあそうですよねー。
オペレーター: で、行く時期にも依ると思うんですけど、あのかき氷も。苺のかき氷。出してます。,カスタマー: あっへっへっ。えー、でも拘って…。
オペレーター: そうですよね、では定山渓でお召し上がりいただける場所をお調べいたしますね。,カスタマー: うん、はい、はい。
オペレーター: 仙台、ええ、仙台朝市ですかねー。,オペレーター: ええ、ええ。これはあのー、仙台のー、朝市商店街というものがー、駅の近くにある。こちらでお間違えないでしょうか。
オペレーター: 例えばですね、あの、名前は結構有名かと思うんですけど、亀山社中という。,オペレーター: まあ昔の、歴史に出てくる場所ですよね。
オペレーター: ん、こちらがえーっと、カステラのようなふんわりとした生地の中に、えーっと何か、自家製のものが入ってる、とうまんという何、何ていうんでしょうね、まんじゅうのような、カステラ、みたいなものですかね。,カスタマー: うん、うん、初めて聞きます。
オペレーター: ではちょっとこう、ドタバタしてしまったんですけど、ありがとうございました。,オペレーター: えっと、スエヒロを最後に行っておしまいということでよろしくお願いいたします。
オペレーター: では京都にいつ頃ご旅行なさいますか？,カスタマー: えーとー春ーですね。
オペレーター: そうですね。,オペレーター: そうですね。できることが多いといったところでは、あのー。
オペレーター: お客様、乗馬体験とかお好きですか？,オペレーター: 大好きですか。あるいは、そば打ちとかどうでしょう。
オペレーター: うーん。,カスタマー: そうなんですよね、せっかく多分。
オペレーター: はい。お客さま、あの、沖縄県で、あのー、何か見てみたいですとか、あのー、食べてみたいですとか。,オペレーター: そういったご要望はございますか。
オペレーター: はーい。あとそうですね。,カスタマー: 何でも、はい、揃ってる通りってことですか？うんうん。
オペレーター: あのー。,カスタマー: まぁ。
オペレーター: あ、あと、もう一個でてきまして、これもごめんなさい、店内の写真はないんですけど、りんご茶屋っていうところが、津軽三味線と民謡を聞きながら郷土料理が味わえる。,オペレーター: で、こちらは、えーと、データーベース上だとご飯屋さんになってるので、で、店内は見えないんですけど、入口だと、あのー、なんだろう、普通の和風な趣ある感じですね、あの、民家っぽいというか。
オペレーター: そうですね。なんかすごく楽しそうですね。,カスタマー: はい。フフフ。
オペレーター: はい。あと、スノーモービルですね。はい。,オペレーター: こういった体験ができますね。はい。
オペレーター: お肉が。,オペレーター: 郷土料理でお調べしてると、お肉がヒットしなくて。
オペレーター: なるほどー、えー、そうしますとー。,オペレーター: 少々お待ちくださいね。
オペレーター: プラン、まあでもぶらりって仰ってましたよね。,カスタマー: はい。ぶら。
オペレーター: ミナミとか。,カスタマー: えっ？
オペレーター: はい、えーと、ではまず、一件目、が、えー、厚岸漁業部、祐一郎商店、えー、札幌駅前通店、というお店がございまして、こちらご紹介させていただいてもよろしいでしょうか？,オペレーター: はい、まずこちらがですね、札幌市内のお店になってまして、ま、漁港直送の、ぷりぷりで大きめな牡蠣が、えー、一個432円で、生でも焼きでも楽しめるという、えー、のが売りのお店でして。
オペレーター: はい。はい。,オペレーター: あ、はい。はい。かしこまりました。はい。
オペレーター: あのー,オペレーター: 女性にもおすすめでー、雨でもオッケー、だそうです。
オペレーター: あのー、えーと、こちらですね。はい。,オペレーター: えーと、漆器の老舗の4階にございます、えーと、手作り甘味が評判で、はい。
オペレーター: で、こちら、標高が333メートル。,オペレーター: で、登った先では、えー、360度もみわ、見回せる。
オペレーター: はい、で、もうひとつが、えー、沖縄家庭料理の店、まんじゅまい、というお店ですね。,オペレーター: こちら、ま、創業43年になる大衆食堂、となっております。
オペレーター: あっ、左様でございますか。ではそれとかですねー、お子様はー、例えば小学校とか中学校とかー、高校に通ってらっしゃるんでしょうか。,オペレーター: あっ、左様でございますか。ではあの、小学校のお友達に買って帰るお土産とか、大丈夫ですか。
オペレーター: うんー。,オペレーター: じゃ一応っ、こっちらも、えっとー…、試飲が出来る所があって。
オペレーター: によ、にゆ、琉球国王によ、によって、えと、創建され栄えた寺となっております。,オペレーター: え、境内には、えー、1846年にキリスト教伝道のために、えー、来島した、えー、宣教師、<>のベッテルハイム記念碑なんかも立ってるみたいですね。
オペレーター: ま春なので。,オペレーター: あのー、まぁ、海に入るというよりは、うみみの、こう、海を見てまわるみたいな感じだと思うんですけれども。
オペレーター: えーとではまず沖縄県に行きたい、えー、冬の沖縄県に行ってみたいということで、したが、スーッ、えーとー、何か具体的にー、こういうー、ものが見てみたいとかー、えーと、こういう…、えー、ことしてみたいとかそういったー…、えーとアイディアなどはございますか？,カスタマー: はい。あのー、ちょっとー…、教えて頂きたいのがですね。あのー…。
オペレーター: えーとまあ、ちょっと吉兆さん、京都にある吉兆、京都吉兆グランヴィア店ってなってるんですけど、まあ吉兆ですよね。,オペレーター: <>と本格的な懐石料理を1名から大勢のごかいせき、あ、ご宴会までってなってるんです、けれども。
オペレーター: 植物園っていうよりは、あの群生地みたいな、植物の生息地で、群生してますよっていう感じを、のところに、あのこう、散策路ができているみたいな感じなんですけれども。,オペレーター: まぁ歩いてみる感じで、はい。
オペレーター: はい。,カスタマー: お土産はそっちで買おうかなって思います、はい。
オペレーター: ご予約、あのお電話番号もしよろしければ申し上げますので。,オペレーター: こちらですね、6
オペレーター: やっぱり、あの、海鮮とかが。,オペレーター: あのー、有名、なんか、多いんですけども、えっとー、お子さまランチみたいなのがあったほうがよろしいですよね。
オペレーター: こ…、その、方がー、まああのー、自身の、作品？、っていうのを売ってたりするんですけどー。,オペレーター: で、沖縄の、作家さん達も…。の、あのー、作品も揃ったりとか。
オペレーター: ええ。,オペレーター: でも、かん、写真の感じはとても素敵な感じで、あのー、ねぷた祭りの写真とかも映ってます。
オペレーター: 特には。,オペレーター: ちょっと猿いたら怖いですかね、やっぱり。
オペレーター: 特製マーマレードのスコーン？スコーンが、スコーンセットドリンク付。,オペレーター: がおすすめであの夏は冷たいかき氷は、かき氷など中心としたお店なんですけれども、はい。
オペレーター: はい、じゃ、ちょっと調べてみますね。,カスタマー: あと、動物園とかある？
オペレーター: じゃ、お土産は何かどういったジャンルがいいとか、って何かご希望ございますか？,オペレーター: 何か、食べ物だったりとか、はいはい、どうぞ。
オペレーター: えー、7階には、上方エリアの歴史に触れられる大阪ふり、ふ、府立上方演芸資料館わは、ワッハ上方を配しています。総合エンターテイメントのビルになっております。,オペレーター: ここ行けばたぶんいろいろ、こう、そういった吉本関係の歴史とかも知ることができるのではないかと思われるんですが、いかがですか？
オペレーター: そうですね、バラエティゆか、豊かという観点ではですねー、あの、おばんざいの店,カスタマー: はい、はい、はい。
オペレーター: <>されませんね、これは。,オペレーター: ここはあの、えっと、札幌駅の北口から直行バスが出ていまして、ある、あの、降りたらすぐ、徒歩ですぐです。
オペレーター: はい。失礼いたします。,カスタマー: それでは。
オペレーター: あ、少々お待ちくださいませ。,オペレーター: と、こちらはー、えーとー、最寄り駅は小出という駅になります。
オペレーター: あとはもう、あの、ご夕食を決めたい思うんですけど、いかがですかね、まだちょっと何か見たいですか？,カスタマー: そうですねー、なんかありますか、あのー、おすすめなっていうか。
オペレーター: あのー、キュウシの方が、付きっきりのー、わんこそばがあったりー、あるいはですねー、他にも,オペレーター: そうですねー、あのー。
オペレーター: となっております。こちらはい、大変オススメでございますので、よかったら花のれんさんで懐石料理を召し上がるのも良いかなぁと思老います。はい。,オペレーター: いえいえ、であとそうですね、あのー観光地ですね。ちょっと調べてみますね。
オペレーター: 左様でございますか。では轟の滝といいますので、こちらをご旅行先の一つのリストに加えてもよろしいでしょうか。,オペレーター: ありがとうございます。では轟の滝リストに加えました。
オペレーター: こちら…、どうしましょう、一応、メモの方を残しておきますか。,カスタマー: あー、残して頂きたいです、ありがとうございまーす。
オペレーター: はい。なのでお子様もあの、まだー？みたいな感じで、あのー嫌になることもないかと思いますので、ちょうどいいかなと思いました。,カスタマー: はい。いいと思います。
オペレーター: 鮨棗さんのほうが、まあ、割と、ま、しょ、庶民的まではいかない…。,オペレーター: うんー、そう、あ、そう、フフ。
オペレーター: まあ、チットがちょっとで、モッシェが面白いということなんでしょうね、まあ<>ちょっと面白いカフェという意味でですね、足湯カフェチットモッシェさん、こちらでよろしいですかね。,カスタマー: うん、うん、<>。
オペレーター: はい。,オペレーター: あ、<>。
オペレーター: そういった所にですね,カスタマー: あー、ちょっと遠いんですねー。
オペレーター: はい。大変お待たせいたしました。,オペレーター: えーとですね、あのー、お客さま、さい、えーと、札幌市内に、あの、行かれましたら、あのー、せっかくですので、あの、札幌テレビ塔がございます。
オペレーター: ええ。こちらのほうがいいですかね？プールもありますし。,オペレーター: ですね。
オペレーター: はい。こちらがですねあのーエメラ、エメラルドグリーンの水、水と、えっと白浜ですね。砂がすごいきれいなところの海岸でございまして、はい。,オペレーター: はい、あの歩く散策するだけでもはい、良いところではございますけれども、はい。
オペレーター: こちらは、マガイ白鳥の、えー、飛来地としてラムサール条約に登録された小さな沼となっております。,オペレーター: で、毎年、春と秋…ま、9月下旬か10月上旬には、たくさんの渡り鳥で賑わい、
オペレーター: そうですねあとはあのジャム。,オペレーター: はいニューサマーオレンジジャムとか。
オペレーター: わ、和食がよろしいですかね？,オペレーター: はい。えーとですね、ただいま、今お調べいたしますので、はい、少々お待ちください。あ、お客様、あの、納豆はお好きですか？
オペレーター: 雫石スキー場での、スキーがまず一つ、でございますねー。,オペレーター: はい。あと東屋本店さんでー、こちら、わんこそばを、お召し上がりになる。
オペレーター: あのー、じゃあ、てん、そういう歴史ものというよりは。,オペレーター: あのー、子どもが遊べるような所っていう。
オペレーター: ま中庭の奥なのでちょっと庭の開けたところというかそういったところであのージンギスカンが楽しめるんじゃないかなと,カスタマー: まぁちょっとひ、日によってもしかしたらあのー外でた、まぁちょっとバーベキューじゃないですけど、今の話だと外で食べるような形になるんで
オペレーター: あ、にゅ、入園料っていうか、ごめんなさい、入浴料が、大人、大人が440円。,カスタマー: あ、入浴料<>、はい、あ、安い、はい。
オペレーター: とか、あと、その、こ、黄門様がお食べになったと言われるラーメンですね。,オペレーター: はい、こちらを食べていただいて。あとそのー、袋田の滝で滝を見ていただいて。
オペレーター: ハワイアンケーキってでてきちゃったんですけど。,オペレーター: ふふふ。なんかい、ハワイアンケーキ。
オペレーター: その、他にもあのー魚介類、山菜。,オペレーター: などの創作メニューが。
オペレーター: なにか<>。,オペレーター: 例えばなんですけど、あのー、お好きなもの自然が好きとか、あのー、お寺が好きとか、例えばその歴史的な建物がお好きとか、そういったのってありますか？
オペレーター: こちら鴨川の横にあるんですね。,オペレーター: ですので、確かにあのー懐石料理のようなお店でしたら。あの別の場所でもどこでもあるんですけれども。
オペレーター: では、例えばー,オペレーター: やはり仙台の近くですと、ちょっと都会感が強くてあまりお好みではないでしょうか？
オペレーター: ああー、はい、ただいまお調べいたします。少々お待ちください。,オペレーター: はい。と、そうですね、こちら、えーと、金沢。
オペレーター: ですので、ま、なるべく余裕をもって行動していただければ、えーと、問題ないかと思います。,オペレーター: はい、一応こちらロープウェイとミニケーブルカーの、えー、料金が、往復で大人1800円となっております。
オペレーター: こちら、えーっとですね、も、その名の通り、あのー、もう岬の崖のすぐそばに立ってるお寺みたいな。,カスタマー: ああー、いいですね。
オペレーター: はい、場所がですね、はい。,カスタマー: 予約とかは必要なんですか？
オペレーター: はい、そうですね、あとこちらですね、あのーミニ土偶作りですとかそういう体験も、はい、ありますのではい、あの見るだけではなく作ったりもできますので。,オペレーター: はい、もしよろしければこちらも、はい、おすすめでございます 。
オペレーター: <>、スーッ。,カスタマー: なんか陶芸…、沖縄陶芸ってー、あれですか、出て来ないですかね。
オペレーター: かしこまりました。それでは少々お待ちくださいませ。,オペレーター: では焼き魚でございますね。
オペレーター: はい。,カスタマー: と、と、えーと、まあいったら新宿とかー、品川でもいいんだ…うん。
オペレーター: 早朝熱気球体験の会場として、こちら使われてますんで。,カスタマー: あ。うん。
オペレーター: まず、最初に富山と出てきたので。,オペレーター: あの、富山とまず今仰ってたので。
オペレーター: あ、なるほど。羽咋ね。,カスタマー: ま、いいかなあって。ただ。
オペレーター: 福岡県。,オペレーター: はい、えーとですね、あのー例えばなんですけれども、福岡、福岡にですね、あのー変わった水族館がございますけれども、ご興味ござい…。
オペレーター: ちょっともう一度、調べますね。すいません。<>。,オペレーター: ちょっとお待ちください。
オペレーター: ここは、あのー、すごく、あの、芝が張ってある丘があって、湖があってっていう感じで、とてもきれいなところなんですけれども。あのー、なんか、えー、平成15年に完成した世増ダムっていうところ、人工ダムなんですけれども。,オペレーター: あの、じ、そこの人工ダムのしと、底に集落が沈んだみたいなんですね。
オペレーター: 一応、こちらの三つのご案内とさせていただきます。,オペレーター: では、本日は、どうもありがとうございました。
オペレーター: 実際は何か小さな、あの島みたいな、あの、岬みたいな感じの所が、はなれてる、あ、島ですね。ちっちゃい島があるんですよ。,オペレーター: なんか、えー、せ、瀬戸内海みたいなところに島があるみたいな感じで。
オペレーター: あー。,オペレーター: そうですね、こちらおそらくちょっと、こちら車はちょっと難しいかと思いますね。うーん。
オペレーター: んー、こちらでは隣接する工場で製作見学ができて、まあもちろん製品も購入することができます。,オペレーター: で、製作見学は月曜第二、月曜第三日曜、年末年始がお休み。
オペレーター: あと他に何か食べたいものとか、そういったご要望はございますか？,オペレーター: えぇえぇ、はい、えぇ、あっそうですね、じゃあ他にあるかどうかお調べいたしますね。はい、少々お待ちください。
オペレーター: あとは、何か、あの、甘いものとか食べますか？,オペレーター: おそばだけだと、ちょっとおなかすいちゃいますもんね。
オペレーター: この牛肉の種類は増えましたね。さっきよりは。,カスタマー: ああー…。
オペレーター: でー、なんか、その、うん、どうぞ。,オペレーター: はい、さようでございます。
オペレーター: 一応ここチェック入れときますか？,カスタマー: そういうとこ、ね？
オペレーター: ではもしよろしければ、まあ行き先は長崎のこの、諫早ゆうゆうランドをベースにしてお探ししてもよろしいでしょうか。,オペレーター: ありがとうございます。ではこちら、諫早ゆうゆうランド干拓の里といいますので、よろしくお願いいたします。
オペレーター: えと、なみのうえのぐう。,カスタマー: なみのうえのぐう、は、はー。
オペレーター: これ、いいですよね？,カスタマー: うんー。お値段的にも、いいし。
オペレーター: はい、かしこまりましたー。,オペレーター: えーと一応住所をお伝えしますとー、えー、よろしいでしょうか。
オペレーター: えーっとですねこちらがですね、はい。えーとですねすいません、あのーですね、今ただいま調べたんですけれども、ちょっと具体的なお酒…の品種がですね、ちょっとすいませんこちらの方で出てこなくてですね。,オペレーター: あー、あっそうですか。はい。じゃ、もうちょ、えぇ、ただいまお調べいたします、少々お待ちください。
オペレーター: はい、えーと、フジモト、あ、くらも、蔵元通りの屋台とゆー。,オペレーター: 場所でして、こちらも、まー、呉市内の。えーと、
オペレーター: あの、季節、季節的にはどれくらいの季節がよろしいですか？,オペレーター: 秋がよろしいですか？
オペレーター: あ、豊臣秀吉…。,カスタマー: 秀吉？秀吉もいたことがある？
オペレーター: はい、かしこまりました。そうしますとですね、あのー。うみん…。,オペレーター: はい。えーと、海人工房というお店がございまして。はい。
オペレーター: ええ。ええ。ええ。,オペレーター: ええ。ええ。かしこまりました。では昼は森ということで、こちら百年古家大家さんでお昼ご飯をお召し上がりになるということでよろしいでしょうか。
オペレーター: そうですね。,オペレーター: はい。そういった温泉もありますね。ええ。
オペレーター: ええ、なんであのー、ちょっとですね海水浴の人たちも多いみたいでー、あのーそういった意味ではですね、ちょっと人が多いなあって感じられるかもしれないんですけれどもー。,オペレーター: うん、ただあのー、例えば、レンタサイクルとかウォーキングコースもありますのでー、ええ、あの気楽に島めぐりをすることができる点では、お客様にぴったりかなというふうに思いました。
オペレーター: えっとー、一応ですね、っとー。,オペレーター: お昼も夜もやっているところで、えっとー。
オペレーター: あ、そうしましたら、じゃあ、2番目。,オペレーター: 沖縄家庭料理の老舗、みの家。
オペレーター: それと、例えば札幌ラーメンだとどちらがよろしいでしょうか？,オペレーター: 札幌ラーメン。
オペレーター: ちなみにこれは週末ですか？,カスタマー: そうですね、だからちょうどいいなと思って、タイミングとして、はい。
オペレーター: はい。こちらもですね、あのー、えーとですね、夜景を、あのー、見ることができるので、あの、なかなかこちらもお勧めではあるんですけど。,カスタマー: ふんふんふんふん。
オペレーター: これもあのちょうど、あの、お店、水曜休みなので…。,カスタマー: ああー、はあ、はあ。
オペレーター: <>あの、だから、なんでもあるみたいですね、家具もあるって書いてあります。,カスタマー: じゃ、もう、そこに行けば一通り、見たいものは見れそうな気がしますね、他の<>
オペレーター: スイカは出てないんですけど。,オペレーター: まあ、いろいろ。
オペレーター: 地平線が、ちょっと、あのー、ざっくりの調べ方にはなってしまうんですけど、ちょっと限られた数で出てこないですね、地平線は。,オペレーター: 地平線が...、ちょっとお待ち下さい。すいません。
オペレーター: だったりとか。,オペレーター: あと、まー、山ですね、こー。
オペレーター: ワインとかは、お好、きですか。,カスタマー: あんまり…、食の時は、お酒は飲まないんでー。
オペレーター: はい、かしこまりました。,オペレーター: ちなみに、えーっと、行かれるご予定の季節とかって、いつになりますか？
オペレーター: あの、頭上に大迫力の機体を見ることができるそうなんですね。,カスタマー: へえ、いいですね。うん。
オペレーター: 左様でございますか。ありがとうございます。,オペレーター: ではですねー、こちら、お店の名前が、自遊庵ねぎぼうずと言います。
