previous_operator_utterance,operator_utterance,customer_utterance
オペレーター: 工芸品もございます。,オペレーター: <>あの、だから、なんでもあるみたいですね、家具もあるって書いてあります。,カスタマー: じゃ、もう、そこに行けば一通り、見たいものは見れそうな気がしますね、他の<>
オペレーター: あのー、お土産、お買い上げいただくには、ちょうどいいかなっていう感じなんですけど、いかがですか。,オペレーター: スイカは出てないんですけど。,オペレーター: まあ、いろいろ。
オペレーター: 自然かな？,オペレーター: 地平線が、ちょっと、あのー、ざっくりの調べ方にはなってしまうんですけど、ちょっと限られた数で出てこないですね、地平線は。,オペレーター: 地平線が...、ちょっとお待ち下さい。すいません。
オペレーター: えっと、み、ま、強大な湖。,オペレーター: だったりとか。,オペレーター: あと、まー、山ですね、こー。
オペレーター: でっ、すね。,オペレーター: ワインとかは、お好、きですか。,カスタマー: あんまり…、食の時は、お酒は飲まないんでー。
オペレーター: で、北海道方面には行きたいっていうことですね。,オペレーター: はい、かしこまりました。,オペレーター: ちなみに、えーっと、行かれるご予定の季節とかって、いつになりますか？
オペレーター: えーと、その、離発着する飛行機の高架下に島が位置しているため、はい。,オペレーター: あの、頭上に大迫力の機体を見ることができるそうなんですね。,カスタマー: へえ、いいですね。うん。
オペレーター: え、ええー。,オペレーター: 左様でございますか。ありがとうございます。,オペレーター: ではですねー、こちら、お店の名前が、自遊庵ねぎぼうずと言います。
オペレーター: はい。あと、いえいえ。あ、と、とんでもないです。あと、他にですね、あのーお客様のほうで何かご質問ですとか、ご要望とかありますか？,オペレーター: ええ。はい。はい。,オペレーター: あ、ええ。あの、店舗の座席が少ないということだったので、もしかしたら予約のお客様で埋まってたりしないかっていうのがちょっと心配しています。
オペレーター: はい、先程の洞窟風呂でございますね、少々お待ち下さいね。,オペレーター: はい、洞窟風呂のほうが、定山渓温泉湯の花でございますね。,オペレーター: で、こちらを例えば午後の部にするとかですね、そういった感じにすると温泉三昧で、
オペレーター: 外観がですね、一切、へ、なくてですね。,オペレーター: あんべの方は、なんか、ちょっとこー、なんていいますか、みん、民宿じゃなく、昔からあるこー、あの。,オペレーター: お料理屋さんとゆー感じの、ちょっと和風な見た目のお店でして。
オペレーター: はい、では薩摩黒豚とんかつ専門店黒かつ亭、こちらのお店で、じゃあえーと、ご昼食をとられるという感じですかね。,オペレーター: はい、じゃあ、こちらもリストに入れておきますね。,オペレーター: はい、あ、なるほどなるほど、そうですね。
オペレーター: んーと、えっと、こういうの好きかどうか分からないんですけど、最近ではスピリチュアル、スピリチュアルスポットとして注目されている。,オペレーター: はい、そうですね、<>多くの人が、結構<>訪れてるっていう。,カスタマー: 来てると、ふーん、宮崎のどの辺ですか？
オペレーター: そちらがございまして、あのー、高級品種が好きなだけ食べられるとなっておりますね。,オペレーター: はい。であと…。,オペレーター: うんー。であと、アクティビティゾーンも豊富で。
オペレーター: あり、あの、神戸クアハウスというところです。,オペレーター: 夕飯はではこの近くで？,オペレーター: はい、有馬の近くで、夕飯。
オペレーター: うん。,オペレーター: ええ、ええ。,カスタマー: でー、和歌山ならではってのはありますかね？
オペレーター: ふふ。,オペレーター: そうですか、一応、じゃあ、ちょっと説明するだけ。,オペレーター: こちらが、ま、りゅう、ひらがなで、りゅうとゆー。
オペレーター: で、引き馬っていって、さ、あの、さっき言ったように、こう、引いてもらう場合は1500円別にかかると思われます。,オペレーター: よろしくお願いいたします。,オペレーター: では、蓼科乗馬ファームで馬に乗るということで、チェック入れておきますね。
オペレーター: こちらですね、あのー、えーとですねー、不定休で、があるんですけれども、あのー,オペレーター: あ、まあでも、営業時間11時からとなってますので、まあ、朝早くはやってないんですけども,オペレーター: そうですね、やはり、あのー、観光してー、あのー、疲れたときに足を運んでお茶をするという感じが、あのー、よろしいかと思います。
オペレーター: こちらはな、なんというかあの、その上になにかソースとか自由にかけられますよっていう風に、た、うたってますね。,オペレーター: それからあとは。,オペレーター: あ、こちらも、中で食べる事も外で食べる事も出来そうな感じのとこなんですけれども。
オペレーター: はい、こちら、釜淵の滝、岩手県、釜淵の滝。,オペレーター: こちら、じゃ、メモに入れさせていただきますね。,オペレーター: 一応、えっと、岩手県で、えー、2つスポット見てきましたけども。
オペレーター: あの、バッグとかキーホルダーとかを作って売ってるようなお店なんですけれども。ふーん。,オペレーター: あのー、お気に入りの写真をプリントして、バッグや財布、キーホルダー、ストラップなどを作ってくれるクラフトショップってなってるんですけど。,オペレーター: あの、例えば自分の好きなのペットの犬の、犬の写真とかを、こう、ワンちゃんの写真とかをプリントしてくださるみたいなところなんですけど。
オペレーター: はい。あと、なにか。そうですね、お菓子…お菓子ですと、例えば、和歌山市観光土産センターさん。,オペレーター: はい。こちらですと、割と何でも揃っておりますね。あの、お菓子から、はい、お酒から。和歌山の特産品を展示販売しておりますね。,オペレーター: あ、はい。こちらは、わ、あの、和歌山市内にございます。
オペレーター: 北海道料理浜っ子ってゆうお店があるんですけれども、いかがですか？,オペレーター: いや、あ、すいません。,オペレーター: 定山渓というところなんですけど、札幌の近くでございます。
オペレーター: はい。あー。,オペレーター: はい、かしこまりました。お客様あのー、一緒に行かれる方は何名になりますか？,オペレーター: はい、かしこまりました。はい、行かれる時期はお決まりですか？
オペレーター: 道が描かれるムーンロードが名物となっておりまして。,オペレーター: はい。,オペレーター: えーとですねパワースポットとなっているそうなんですね。
オペレーター: ええ、ええ、あとはワッフルとか。,オペレーター: ナチュラルチーズが入ってさっぱりとした、フロマージュなんかも売ってるみたいです。,オペレーター: こちら、いかがでしょうか？
オペレーター: あのーこちらは。,オペレーター: 朝の7時半から。,オペレーター: よ、翌の0時30分まで入れますので。
オペレーター: ルミュゼドゥアッシュ金沢さん。,オペレーター: ちょっとすいません、横文字なんで、ちょっとあの、あれなんですけれども。,オペレーター: 恐らく多分そうだと思、あ、か、書かれておりますね。世界的にも活躍するパティシエの、はい、方で。はい。
オペレーター: なんか、てん、え、観覧車があって、すすきのの歓楽街が一望できるっていう。,オペレーター: 観覧車があるんですけれども。,オペレーター: こういったものに乗って、あの、この、テイザンケイの、あの、周りを見るっていうものなんですけど、て、さ…。
オペレーター: ええ、ええ。,オペレーター: はい。かしこまりました。それでは少々お待ちいただけますか。,カスタマー: あ、はい、お願いします、はーい。
オペレーター: と、今出てきたのケーキ屋さんがすごい多いんですけど。なん、なんでか。,オペレーター: 乗り換えますか？なんか、あの、意外とやっぱ高原のイメージであるっていう。,オペレーター: あの、なんか、1個出てきて面白そうなのが、えー、こう、蓼科高原ハイランドイングリッシュガーデンっていうのがあるんですけれども。
オペレーター: ちょっと近くがなかなかないんですけれども。,オペレーター: どうしましょうかね、この、公園的なものがいい…。あ、八戸の駅から徒歩4分のところに、あのー、八戸の、あ、サンハチジョウ、ミサキ、三八城公園っていうのがあるんですけど、いかがですか。,オペレーター: お城の公園ですね。はい。
オペレーター: うん、あのー、大人様がですね、1700円ほどかかるんですけれども。,オペレーター: はい、もしよろしければ、こちらも、はい。,オペレーター: 行かれては？
オペレーター: で、一応営業時間もお伝えしますと、じゅう、朝、午前11時半から夜9時半、ラストオーダーとなっております。,オペレーター: で、閉店日はなくて無休となっております。,オペレーター: で、一応、最寄り駅は札幌駅となってまして、えー、JR札幌駅から徒歩3分の場所にあるようなので、かなりアクセスも…
オペレーター: えとー、海上交通の安全、など、の信仰を集めて、あのあーのー、親しまれてきた神社みたいですね。,オペレーター: あ、はい、じゃ、波上宮、のほうですかね？,オペレーター: はい、じゃ、こちらあの一応、営業場所リストに、入れておきますね。
オペレーター: こんにちは。,オペレーター: よろしくお願いします。,オペレーター: では、えー、本日、早速ですけども、えー、ご旅行の、えー、まず行き先、ご人数などですね、えー、教えていただいてもよろしいでしょうか？
オペレーター: はい、ご興味ありますか？,オペレーター: はい、はい。,カスタマー: まぁホヤとかは気になりますね、はい。
オペレーター: 結構そのお店の料理というか、そのご当地のものじゃないかなっていう。,オペレーター: ゴシマうどん。,オペレーター: ゴシマうどんと油ぞうめん、油のそうめんですかね。
オペレーター: はい。あー。,オペレーター: ええ、ええ、ええ。,オペレーター: なるほどですね。
オペレーター: じゃあ、えっとー、イエスナンバビルをチェックしときますね。,オペレーター: 吉本好きなんですか？,カスタマー: あ、あのー、家族がみんなお笑いが<>。
オペレーター: じゃちょっと那覇周辺に絞りますと。,オペレーター: はい、えっと今、12件ほど、見つかりました。,カスタマー: ほおー、はい。
オペレーター: こちら、えーとですね、調べてみますと、あの、宮城のホヤと。,オペレーター: 東北の純米酒が、堪能できる居酒屋になっておりまして。,オペレーター: ホヤ好きは勿論、苦手な人でも食べやすい。
オペレーター: ちょっともつ鍋が出てこないですね。,オペレーター: はい、では、えーと、はい。,オペレーター: 焼きラーメン、えーっとどこだ。
オペレーター: はい。,オペレーター: そうですよね。,オペレーター: なかなかイメージがしづらい。
オペレーター: あのー、沢山温泉がーありましてー、えーとー、立ち寄りう、湯が、あった方がいいですよね。,オペレーター: 立ち寄り湯。,オペレーター: えっと、和風な感じと―、あの洋風な感じ、プールみたいなんもあるのと、どちらがよろしいですかねー。
オペレーター: あっ。,オペレーター: あーでもこちらはー、新しいみたいです。なんかそのー、ちょっと昔風に、こう造られてはいま、いるんですけどー、一応出来たのは十～…えーと…、いつ頃なのかな、ちょっといつ頃出来たかは…。,カスタマー: ああ、新しい…。
オペレーター: ビリケンさんてご存知ですか？,オペレーター: あ、ふふふ、なんかあのー。,オペレーター: もともとアメリカの美人、あ女性びじ、美術家が夢で見た神様を木造に、あの表した。
オペレーター: こちら那覇市から、えー、専用クルーザーで、えー、約20分、の場所にあるみたいです。,オペレーター: そうですね、こちらが、えーと、シュノーケリングなどマリンスポーツが、楽しめる場所になってまして。,オペレーター: えー、テラスでは、えー、軽食、えっと、ドリンクも販売しております。
オペレーター: なんかそういった…、お魚の料理とかも…、楽しめますね、こちら。,オペレーター: どう、しましょ。まあ一応どちらもー…。,カスタマー: そうですねー。まあ栃木で同じ県なんでー。なんかそこだったら、昼と夜でそれぞれ行けそうですね。
オペレーター: こちらが、えー、魚介、魚介類料理では、えー地魚のさしみはもちろん、有明海のムツゴロウ、イソギンチャク、ゴマサバ、春だとシロウオ、冬だとアラ料理、っていうのがあったりとか。,オペレーター: お肉だと、黒豚、あと地鶏の料理ですね,オペレーター: えー、馬刺し、とり天、め、あと、麺、麺類は食べられますか？お好きですか？
オペレーター: 絵画展ですね？,オペレーター: はい。,カスタマー: まあ、ま、都内も良いけど、たまには地方で行って、ほり…。
オペレーター: はい。,オペレーター: はい。,オペレーター: はい、はい、えー。
オペレーター: でまぁ野菜ももちろん北海道産の野菜を使っているので。,オペレーター: でまぁ仮にあの、ラム肉がまもし今後ラム肉苦手な方と行くにしても、あのー、普通の牛カルビとかそういったメニューも、焼肉メニューもあるので。,オペレーター: まそういう方にもおすすめの、お店にはなってますね。
オペレーター: あのー、やはり海鮮となりますと山の中なので、ちょっと出てこないんですけれども。,オペレーター: うーん。,オペレーター: あ、少々お待ちください。
オペレーター: 飾られていたりとかするものはありまして。,オペレーター: 近くには神戸の旧居留地とかがございまして。,オペレーター: あと、神戸市の水の科学館ていうのがございまして。
オペレーター: こちらえーと何名様で―…、いらっしゃる感じでしょうかー。,オペレーター: はい。,オペレーター: なるほど。一人旅でーいらっしゃるんですね。
オペレーター: はい。あ、そうですよね。ええ、ええ。あ、そうですよね。はい。はい。,オペレーター: はい。こちらあのお調べしましたところですね、あのーお昼、ランチがですね、あのー3000円から5000円くらい。,オペレーター: はい。で夕食になりますと、5000円から1万円くらいとなっております。はい。
オペレーター: えっと。,オペレーター: 1個、足湯ゆらりっていうところが。,オペレーター: あって。
オペレーター: あっ、そうですねー。,オペレーター: はい。では他～…、スーッ、あと例えばー、えー…とですねー…。,オペレーター: お寺の跡ですとかー、そういったものも今見つかってますけど。
オペレーター: えーとこちら伊勢市ーのまあ河崎という場所にあ、あるー。,オペレーター: 街並みとな、ちょっとこう昭和を感じさせるような。,オペレーター: 感じの街なんですけどー。
オペレーター: えっと。,オペレーター: 西洋の建物ですと。,オペレーター: ちょっと出てこないんですけども。
オペレーター: ハモとかー、夏はハモで、あとは、すっぽんとかは、そのー、ふぐとか、ふぐとかいかがですか？,オペレーター: また、ちょうど行くのが、えーと、冬なので、えと、セイゴインダイコンですかね、を使ったお料理とかがあるんですけども、ええ。,カスタマー: はーい、あー、これおすそうです、そこがいい。
オペレーター: そうですね、あとですね、カニの他にもですね、あのー、北海道ですと大変、あの、魚介類が豊富ですので、カニを堪能しつつ他の料理も食べたいとか、そういったご要望はございますか？,オペレーター: ええ、ええ、ええ、はい。,オペレーター: あ、かしこまりました。
オペレーター: あれも、あれも、これもみたいな。,オペレーター: ていうその、選び放題ではあると思うんですけど。,オペレーター: こちらどうしましょう、先ほどのお店よりはこちらの方がいいですか？
オペレーター: もう一つ出てきているんですけども。,オペレーター: えっとー、こちらは大阪府豊島、野田エリアにひっそりと佇む、なんかヘアサロンの中にある、韓国風カフェってゆう事で、あのー韓国出身のオーナーがプロデュースするっていう風になっておりまして。,オペレーター: あのー、ちょっとあの、写真もなく、あとメニューとかもちょっとないんですけれども、あのーこちらいかがですか？
オペレーター: <>ジンギスカン専門店でしたりとか。,オペレーター: あるみたいですね。,オペレーター: ジンギスカンと、こー、定食。
オペレーター: えーと、アロマですよね？,オペレーター: <>、アロマ。,オペレーター: アロマ、出てこないな。えーと、花。
オペレーター: で、あと、こちら温泉ありますね。,オペレーター: あのー、島の中に瀬良馬温泉っていうのがあります。,カスタマー: うん。いいですねー。
オペレーター: <>,オペレーター: あっ、それがー、えっと、釜屋さん、っていう所です。あの、お店の、食べ物ほぼ、日光と…、うん。栃木のやつですね。,カスタマー: あーその拘りあるやつね、はいはい。
オペレーター: と…。,オペレーター: えっと、尾道ですと、いろいろあるんですけれども、あの、福山の方とか、尾道とか、いし、まあ一緒のもので、出てきてしまうんですけれども。,オペレーター: あの、ポンポン岩と言われる岩とか。あとは、艮神社とか、かいふ、海福寺とか、持光寺とか、まあ、お寺が多いんですけれども。
オペレーター: 黒曜石の故郷といわれる土地に建つ博物館。,オペレーター: ええ。さっきなんか、え、こ、ま、勾玉とか面白そうですよね。,カスタマー: そうですね。キーホルダーとか作ったりとかしてね。
オペレーター: はい、お土産に買われても宜しいかなと思います。,オペレーター: はい。,オペレーター: こちらそうですね、岩木屋さんというお店となっておりまして、はい、りんごのお菓子ですとか、りんごそのもののお土産もございます、はい、あとそうですねお勧めなところとしてはですね。
オペレーター: が、あの、営業時間になっております。,オペレーター: と、あと、ベビーとかキッズの、雨でも大丈夫っていう、この、一応、特徴がありまして。,カスタマー: あ、はい。これ、入園無料で。
オペレーター: 使い方も色々できるかもしれないですね。,オペレーター: 一応、テイクアウトですと、こんな感じですかね。,カスタマー: あー、わかりました。
オペレーター: ええ、しかもそのホテルが大型客船をイメージしたようなオーシャンビューの建物になっております。,オペレーター: ですので、お子様がですね、まああの船のような形のものをしている建物で、喜んでいただけるんじゃないのかなという風に思います。,オペレーター: ええ、ええ。こちらのあの先ほどお話しておりました、あの料理のご心配ございましたよね。
オペレーター: ちょっとあのー、大阪でうどんで、検索かけてみますね。,オペレーター: 仰っているようなうどん、か、梅田カマアゲうどん、釜たけうどん、ていうのがあるんですけれども。,オペレーター: 難波でございますか？
オペレーター: 牧場で、ま、ちょっとゆっくりしたいじゃないけど、そう、眺めたいみたいな形でしょうか？,オペレーター: うん。あー、なるほど。,オペレーター: えーと、ちょうどいいところが。
オペレーター: 食べ物、お調べしましょうか？,オペレーター: えーと、今、特に、えー、ランダムでお調べしてるんですが、えーと、まず、お一つが四万十大正っていうところがございます。,オペレーター: こちら、四万十川中流域にある道の駅になるんですけど。
オペレーター: えーっと。,オペレーター: 例えばそうですね、青森県産のりんごジュースをはじめ、あのー地元の食材を使ったあのー食材を使った食べ物ですね、<>をこちらのお店で食べることができるんですね。はい、だからこちらで、あのーお茶、お茶などしていただいて、休憩されるのもよろしいかと思うんですけど。,カスタマー: あーはい。はい、そうですね、こちら青森駅からはい、バス、えーバスに乗って行かれるところですね、あのー県立美術館…美術館の近くで、近くにございますので、はい、その美術館を見て立ち寄ったりするのもはい、なかなかよろしいかなと思います。
オペレーター: はい。あのー、えちご川口温泉というのがございますけれども、あの、そちらですと、あの、露天風呂の写真が出ておりまして、あの<>がいい感じなんですけれども。,オペレーター: 立ち寄り温泉なので、まあ、あの、入ってからまた出て、また遊びに行くということも可能ですし、あのなんか、大浴場だと大展望、ん、露天風呂みたいなのがあって、すごく有名らしいんですけれども。,カスタマー: ああ、有名ね。ふーん。
オペレーター: えっと、一応見るって事で検索をかけています。,オペレーター: 演芸みたいな形でよろしいですかね。,オペレーター: はい、少々おまちください。
オペレーター: えっと、こちらですねえ、お客様、お昼、やはり、あの、一応ですね、お客様ご自身でおとりいただくのがよいのとー,オペレーター: せっかくですのでー、夕ご飯のほうもですね、どこか街の中で召し上がりになるとですね、よろしいかなあと思いました。,オペレーター: はい、私共のご案内ではですね、こちら、あの、ひとまずですね、ご案内する形になりますので
オペレーター: フフ、フフ。でー、色々ありますので。,オペレーター: はい、こちらお勧めしたいですね。,カスタマー: はい、そこも行きたいです。
オペレーター: そうですね。はい。夕方に閉まってしまう感じとなっておりますね。,オペレーター: はい。,カスタマー: ふんふん。水曜日が休み。
オペレーター: んーも、お酒がメインで、あと、海産物ですね。,オペレーター: 日本酒を飲みながら、こー、なんか、魚介類を存分に堪能できるって、書いてますね。,オペレーター: と、こちら、夜だけになってしまうんですけれども
オペレーター: あ、これ、みそぎ発祥の地って言われてるようですね。,オペレーター: みそぎ、<>どうしましょう、これ一応<>、あ、はい。,オペレーター: じゃあこれもメモして、えーと、あとなんだろうな、あと何か、<>。
オペレーター: はい、あ。,オペレーター: あ、わかりました、一応営業時間の方は、あの朝の10時から夕方の17時まで、3月から、ここ、あの9月はいつも18時まででございます。,オペレーター: 閉店日はございま、あの不定休になっておりますので、あのそこだけご注意ください。
オペレーター: それでもよろしければ、はい、こういうのもございますね、ご興味ありますか？パラグライダー。,オペレーター: うーん、えぇ、楽しいですよね、なかなかこういう所じゃないとね、できないですし、えぇ。,オペレーター: そうですね、鳥取砂丘ではそういったパラグライダーとかがありますね。
オペレーター: はい。かしこまりました。はい、えーと、こちらがですね、あのー。,オペレーター: えーとですね、金額が、すいません、ちょっと詳しく書かれてないんですけれども。,オペレーター: はい。あのー、一応、えーとですね、予約…予約制ではないようですね。はい。
オペレーター: なんかえーと、なんて言うんでしょう。フラワーガーデン的な。,オペレーター: 花畑て、はい、一応なんかそういうえーと、春日大社萬葉植物園という場所がございましてー、まつまり神社ーとーその植物園が一緒になっている場所がーあるみたいなんですけど、こちらご案内いたしますかー？,カスタマー: えー！はい。
オペレーター: あ、かしこまりました。ただいまお調べいたします、少々お待ちください。,オペレーター: そうですね。資料館、見る…<>そうですねー、はい。,オペレーター: ありそうではあるんですけどねー。
オペレーター: 焼けてしまう…。,オペレーター: ているのーでー、ちょっとー、今はどういう感じになってるのかわからないんですけどー。,カスタマー: まあ無残な首里城も、一応行ってみるという、のも良いかもしれないー…ですね。も、もしかしたら少しはー、修復されてるかもしれないしー。
オペレーター: ちょっと、あのいらっしゃいませが、変わってて、めんそーれー、で…、迎えてくれるっていう。,オペレーター: ちるぐゎー、っていう。,カスタマー: ちるぐゎー。はあ、はあ、はあ。
オペレーター: まちょびっとだけ割高というか。,オペレーター: ちょっとだけ値段は高いかもしれない。,オペレーター: 他の北えびすと大通りジンギスカンは、だいたい同じぐらいの価格帯かと。
オペレーター: 五島列島、あの、稲佐山公園で眺めて、ちゃんぽん、井出ちゃんぽんですかね、で食べて、温泉、北浜温泉に入って、護国神社へ、江田神社、椿茶屋、えーと、竹酔亭かな。,オペレーター: っていう形で、まあ、竹酔亭と、あのー、椿茶屋は、まあどちらかっていう形だとは思う。,オペレーター: このなかでなんか特に気になったものってありますか？
オペレーター: あ、分かります、あの、ただ、御朱印単体で調べると出てこなくな、出てこないこともあるのでー。,オペレーター: じゃあ宮崎の神社で、えーと。,オペレーター: これも有名かどうかっていうのは、あの、分かりかねるんですけど、えーと、まず、一つ目が江田神社っていうのがありまして、あの普通にサンズイにエ、カタカナのエ、に田んぼの田、で、江田神社が、えー、イザナギノミコトとイザナミノミコトの両神を、えーと、ま、え、を、えーと、こちらにあるみたいですね。
オペレーター: はい、ありがとうございました。失礼いたしますー。,オペレーター: こんにちは。本日は<>ありがとうございます。,カスタマー: こんにちは。よろしくお願いします。
オペレーター: まぁ平日があのえっと平日がお休み、平日のちょっと第2第4水曜日とかってのが、えーお休みになってるんですけど,オペレーター: 基本的に土日であれば大丈夫かなと,オペレーター: で、一応営業時間が朝9時半から夕方の4時半
オペレーター: あ、承知しました。あ、承知しました。お子様じゃあ3人ということで。,オペレーター: はい。えっと、沖縄はえっと、季節的には。,オペレーター: あ、はい、承知しました。特にあの、沖縄でこう、し、やりたいなっていうこととかってありますか。
オペレーター: なんか魚介っていうと、どっか例えば、どう、なんか…,オペレーター: 刺身の盛り合わせ的なやつとか、それともなんか海鮮丼みたいなやつとかー、まあ、鍋とか、,オペレーター: カニとかー、
オペレーター: あ。,オペレーター: 青森の方とかで、ちょっと検索かけてみますね。,カスタマー: はい、わかりました、お願いします。
オペレーター: で高波とか清掃の時は、あの掃除する時は、もちろんちょっと入浴不可ってもなってます。,オペレーター: こちらどうしましょう、さっきと、先ほどのと今のとだと、どちらの方がいいとかあります？,カスタマー: まぁ、両方ともあの、知床ならではだなぁという雰囲気もするので、まぁどっちでもいいかなって感じはしますけど。
オペレーター: お客様の代わりにですね、ちょっと実況しますととても美味しそうなたこ焼きがですね,オペレーター: えーどういったたこ焼きか、たこ焼きがいいんですかね、それともお好み焼きもあります。,オペレーター: すごい美味しそうです
オペレーター: ゼロゴーニーナナ、となっております。,オペレーター: はい。,オペレーター: 一応、もう何件か、ご紹介いたしましょうか？
オペレーター: では、えーと、だいたいのえー、1日の流れと、流れを確認させていただきたいんですけども。,オペレーター: まず、えー知床五湖。,オペレーター: と、知床五湖で、あのガイドさんと一緒に、あのー歩いてもらって。
オペレーター: スズヒロがですね、かまぼこの里というものがございまして、この中に博物館ございます。,オペレーター: かまぼこの原材料であったり,オペレーター: 型とかがわかるような場所になっておりまして
オペレーター: ではこちらの龍～譚の方も一応リストの方に、入れておきましょうか。,オペレーター: はい。かしこまりましたー。,オペレーター: はい、では午後、えーとー、おそらくもう一か所ぐらい回、れると思うのでー、もうちょっとー、お探しになりますかー？
オペレーター: こちらなんか、写真があるんですけど。,オペレーター: すごい、こう、軍艦、軍艦ぽいものが,オペレーター: ちょっと、しゃ、あのー、写真見せると説明しやすいんですけど、ほんとになんか、海沿いにある公園てゆーか、に、なってて。
オペレーター: あっはい。,オペレーター: あっはい、今お調べいたしますね、少々お待ちください。はい。ですね。例えば…。,オペレーター: あっそうですね、あのですね、えーっと、こちらですね、えーっとですね、パラグライダー
オペレーター: あの、チキンが、こう、入っているのが、なんか、ポイントみたいですね。,オペレーター: ただし、あの、ランチタイムを逃してしまっても大丈夫と書いてあるんですけど、スープ切れの場合は途中で休みが入るとかって。,オペレーター: なんかそういう、人気があるみたいですけど…。
オペレーター: そうですよね。いま、あの、朝早くから開いているお店をですね、私のほうで確認をしております。,オペレーター: で、えーと、早い店で、だいたい10時からってゆうのが一番早いかなと思います。<>お昼の11時半頃とかー。,カスタマー: ええ、ええ、はい、はい。
オペレーター: あのこちらはーいかがですかね、いろんな、あの新世界に本店があ、る、串カツの老舗です。,オペレーター: えーと、道頓堀商店街に、はい。,オペレーター: あ、そうですね、同じ、ちょっとエリア、道頓堀店なので、し、新世界の方に回ってみますか？
オペレーター: あーなるほど。,オペレーター: 逆に入ってた方が、ちょっと自然ぽくていいですよね、そしたら。,カスタマー: んま、ど、どういうところかわかんないですが、まぁあの、なんですか、その海辺、テトラポットのそばに温泉がただあって、そこに無料で入れるっていうんだったら、人間も動物も一緒かなと思っただけなんですけど。
オペレーター: 先ほどのー、アトリエだとお値段載ってなかったんですが、あの、こちら、お値段、千～六、百二十円、から。になってます。,オペレーター: でお時間としても…、あの五分、程度に…、なってますので、作業時間。,カスタマー: ああー、ほー、ほー。
オペレーター: まあ、こちらも、ベビーやキッズお勧めっていう感じなんですけど。,オペレーター: あのー、カラクリ人形とかって。,オペレーター: あのー、お茶を運ぶお人形みたいな。
オペレーター: かしこまりました。,オペレーター: そうしましたらですね、えっと、例えば、こちらがどうかなー。,オペレーター: えーとですね、あのー。
オペレーター: そうですね、はい、あのー、スカイツリーみたいになかにあるっていうふうに書いてはないんですけど、あのー、<>なかにこうお店があるみたいに書いてあるんですけども、これにはちょっとそういう記述がなくてー、その周りですね、あのーちょっと、えー散策するんであればー、新世界っていうところですね。,オペレーター: 通天閣の、はい、通天閣の、あのまあ、そ、前に通ってる道なんですけれども、そこが新世界っていう名前になっておりましてー、あのー、一応まわりには、こう、<>なんか公園とか、動物園とかがあってー、通りは、まああのー、なんていうんですかねこう、たぶん商店街のような感じになってると思うんですけれども。,オペレーター: 一応読ませていただくと、明治36年に第五回、えー、勧業博覧会に、が、かい、開催され、跡地の、跡地の東半分が天王寺公園、西半分が新世界と称されたのが、このエリアの起源となっております。
オペレーター: はい。,オペレーター: そうですね、じゃちょっと、えーっと、探してみましょう。,カスタマー: お願いしますー。
オペレーター: けっこうあのー、いくつか行く場所は、もう決まったと思うので、なんか、食べ物とかって、ご興味ございますか？,オペレーター: ええ、ええ。,オペレーター: あ、はい、ではえーと、食べ物で、えーと、ざっくり調べてみると。
オペレーター: 美肌効果があるといわれる重曹泉の源泉って書いてありました、すいません。掛け流しであるのが、あの、豊平峡温泉っていうところが、あの、ちょっと地味な感じなんですけど。,オペレーター: ここは、あの、立ち寄り湯で、あの、美肌効果があるっていう、感じですね。,オペレーター: あの、一応、お昼にインドカレーとか、えとー、生のロースジンギスカンとかが味わえるって書いて、お食事処も。
オペレーター: はい。えーと、おまた、お待たせいたしました。えーとですね、同じ、あの、水戸市内にですね、水戸市森林公園…という公園がございます。はい。で、こちらがですね、あのー、公園なんですけれども、この一角に恐竜？恐りゅ、竜の実物大模型。,オペレーター: が、ありまして。あの、白亜紀の巨大恐竜…とか。,オペレーター: あと、えーと、マンモス。マンモスなどが14体もございます。
オペレーター: あ、お客様フランス語だと思いましたか。,オペレーター: こちらあのー山形の方言だそうでしてー。,オペレーター: 山形の方言でチットモッシェっていうのは、ちょっと面白いって意味だそうです。
オペレーター: で、染殿地蔵院といいます。,オペレーター: で、お客様こちらはお名前は聞いた事ございますか,カスタマー: あーないです、はい。
オペレーター: ただあの、一応これが、あの長崎のトルコライスということで。,オペレーター: まああの、名物の一つでございますね。,オペレーター: はい。あとはまあやっぱり、ちゃんぽんのお店が結構多いみたいですね。
オペレーター: はい。,オペレーター: ではですね、いま三箇所、決まりました。,オペレーター: で、結構ですね、朝早起きしていただいてー
オペレーター: スーッ…、えーと…、ちょっとお待ち下さい。,オペレーター: 陶芸で調べるか。,オペレーター: 具っ体的な、その…、名前とかは覚えてないですよね。
オペレーター: とんでもございません。ではこういったものが、こういったおうどんが食べられるお店を何件か見繕って<>,オペレーター: ではですね、やっぱりお蕎麦よりもおうどんがいい、かと思う<>,オペレーター: そうですよね、少々お待ちくださいね。
オペレーター: はい、あ、すいません、ではこちらで、そろそろえーと、案内の終了の時間が来てしまったので、えーと。,オペレーター: 今回の案内はこちらで終了させていただきます。,カスタマー: あ、はい、どうも、ありがとうございました。
オペレーター: っと、これかな。えーと…。これー…、が…。,オペレーター: えーと…、ちょっとご希望に沿えるかわからないんですけど、えーと、アトリエショップ、コ…コココ、っていう所があって。,オペレーター: えっと、陶芸作家の、ヨコイ、マサシさんが、あのー…、営んでる所みたいなんですけど。
